Cluster:	3000
Bucket:	0	1000	0.0	0.0	0
Bucket:	1	1000	0.0	0.0	308800
Bucket:	2	1000	0.0	0.0	619140
Bucket:	3	1000	0.0	0.0	930247
Bucket:	4	1000	0.0	0.0	1240540
Bucket:	5	1000	0.0	0.0	1552087
Bucket:	6	1000	0.0	0.0	1862684
Bucket:	7	1000	0.0	0.0	2173347
Bucket:	8	1000	0.0	0.0	2483030
Bucket:	9	1000	0.0	0.0	2793266
Bucket:	10	1000	0.0	0.0	3104395
Bucket:	11	1000	0.0	0.0	3415910
Bucket:	12	1000	0.0	0.0	3728474
Bucket:	13	1000	0.0	0.0	4040470
Bucket:	14	1000	0.0	0.0	4351407
Bucket:	15	1000	0.0	0.0	4664106
Bucket:	16	1000	0.0	0.0	4974854
Bucket:	17	1000	0.0	0.0	5285909
Bucket:	18	1000	0.0	0.0	5595892
Bucket:	19	1000	0.0	0.0	5908728
Bucket:	20	1000	0.0	0.0	6218580
Bucket:	21	1000	0.0	0.0	6529009
Bucket:	22	1000	0.0	0.0	6840211
Bucket:	23	1000	0.0	0.0	7151601
Bucket:	24	1000	0.0	0.0	7463717
Bucket:	25	1000	0.0	0.0	7773492
Bucket:	26	1000	0.0	0.0	8086354
Bucket:	27	1000	0.0	0.0	8397543
Bucket:	28	1000	0.0	0.0	8708032
Bucket:	29	1000	0.0	0.0	9018416
Bucket:	30	1000	0.0	0.0	9328646
Bucket:	31	1000	0.0	0.0	9638101
Bucket:	32	1000	0.0	0.0	9948355
Bucket:	33	1000	0.0	0.0	10258534
Bucket:	34	1000	0.0	0.0	10570744
Bucket:	35	1000	0.0	0.0	10881418
Bucket:	36	1000	0.0	0.0	11191994
Bucket:	37	1000	0.0	0.0	11502026
Bucket:	38	1000	0.0	0.0	11811267
Bucket:	39	1000	0.0	0.01	12120103
Bucket:	40	1000	0.01	0.01	12432645
Bucket:	41	1000	0.01	0.01	12751678
Bucket:	42	1000	0.01	0.02	13071696
Bucket:	43	1000	0.02	0.02	13389431
Bucket:	44	1000	0.02	0.03	13709829
Bucket:	45	1000	0.03	0.03	14029692
Bucket:	46	1000	0.03	0.04	14350527
Bucket:	47	1000	0.04	0.04	14669723
Bucket:	48	1000	0.04	0.05	14989561
Bucket:	49	1000	0.05	0.06	15310239
Bucket:	50	1000	0.06	0.07	15630365
Bucket:	51	1000	0.07	0.08	15951088
Bucket:	52	1000	0.08	0.09	16271451
Bucket:	53	1000	0.09	0.1	16592175
Bucket:	54	1000	0.1	0.1	16912431
Bucket:	55	1000	0.1	0.1	17232109
Bucket:	56	1000	0.1	0.11	17551688
Bucket:	57	1000	0.11	0.12	17871459
Bucket:	58	1000	0.12	0.13	18191921
Bucket:	59	1000	0.13	0.15	18512562
Bucket:	60	1000	0.15	0.16	18802317
Bucket:	61	1000	0.16	0.17	18976791
Bucket:	62	1000	0.17	0.19	19151777
Bucket:	63	1000	0.19	0.2	19326886
Bucket:	64	1000	0.2	0.2	19501604
Bucket:	65	1000	0.2	0.2	19674579
Bucket:	66	1000	0.2	0.2	19848015
Bucket:	67	1000	0.2	0.21	20021049
Bucket:	68	1000	0.21	0.22	20194553
Bucket:	69	1000	0.22	0.23	20368954
Bucket:	70	1000	0.23	0.24	20543513
Bucket:	71	1000	0.24	0.25	20718029
Bucket:	72	1000	0.25	0.26	20895187
Bucket:	73	1000	0.26	0.27	21135947
